account_id,city,latitude,longitude,ip_prefix,primary_channel,typical_amount,typical_hour,primary_device,secondary_device,primary_sim,shared_device_allowed,regret_limit_30d,interaction_ms_per_step,typing_interval_ms,tilt_variance,recipients
ng_acct_00376,Port Harcourt,4.8156,7.0498,41.58.32.0/24,ussd,7480.0,15,device_00376_primary,device_00376_family,sim_00376_primary_verified,True,3,4847.872127569978,197.30567062328453,2.476478706868821,"['ng_recipient_00376_0', 'ng_recipient_00376_1', 'ng_recipient_00376_2', 'ng_recipient_00376_3', 'ng_recipient_00376_4']"
ng_acct_00377,Ibadan,7.3775,3.947,102.89.6.0/24,ussd,3740.0,9,device_00377_primary,device_00377_family,sim_00377_primary_verified,True,3,3649.2395893559446,197.73434314130657,0.5643950867447809,"['ng_recipient_00377_0', 'ng_recipient_00377_1', 'ng_recipient_00377_2', 'ng_recipient_00377_3', 'ng_recipient_00377_4']"
ng_acct_00378,Enugu,6.4584,7.5464,197.211.40.0/24,ussd,30270.0,11,device_00378_primary,device_00378_family,sim_00378_primary,False,3,4201.623526399006,206.3721627816295,2.7654753081324506,"['ng_recipient_00378_0', 'ng_recipient_00378_1', 'ng_recipient_00378_2', 'ng_recipient_00378_3', 'ng_recipient_00378_4']"
ng_acct_00379,Lagos,6.5244,3.3792,102.88.10.0/24,app,8170.0,9,device_00379_primary,device_00379_family,sim_00379_primary_verified,False,3,4288.174721403923,190.3547277712585,1.7814142317355486,"['ng_recipient_00379_0', 'ng_recipient_00379_1', 'ng_recipient_00379_2', 'ng_recipient_00379_3', 'ng_recipient_00379_4']"
ng_acct_00380,Abuja,9.0765,7.3986,105.112.24.0/24,app,1950.0,10,device_00380_primary,device_00380_family,sim_00380_primary_verified,False,3,3769.3060703824585,211.5921721354712,2.8664747845738496,"['ng_recipient_00380_0', 'ng_recipient_00380_1', 'ng_recipient_00380_2', 'ng_recipient_00380_3', 'ng_recipient_00380_4']"
ng_acct_00381,Kano,12.0022,8.592,197.210.8.0/24,ussd,9220.0,19,device_00381_primary,device_00381_family,sim_00381_primary,False,3,2993.9636195285766,197.23917303190646,2.2645277624286946,"['ng_recipient_00381_0', 'ng_recipient_00381_1', 'ng_recipient_00381_2', 'ng_recipient_00381_3', 'ng_recipient_00381_4']"
ng_acct_00382,Port Harcourt,4.8156,7.0498,41.58.32.0/24,ussd,1690.0,9,device_00382_primary,device_00382_family,sim_00382_primary,True,3,3892.4558757744103,156.01778846347463,3.0228267336050982,"['ng_recipient_00382_0', 'ng_recipient_00382_1', 'ng_recipient_00382_2', 'ng_recipient_00382_3', 'ng_recipient_00382_4']"
ng_acct_00383,Ibadan,7.3775,3.947,102.89.6.0/24,app,730.0,19,device_00383_primary,device_00383_family,sim_00383_primary,False,3,3395.727496834061,241.39879011862547,1.333422704816845,"['ng_recipient_00383_0', 'ng_recipient_00383_1', 'ng_recipient_00383_2', 'ng_recipient_00383_3', 'ng_recipient_00383_4']"
ng_acct_00384,Enugu,6.4584,7.5464,197.211.40.0/24,ussd,1110.0,12,device_00384_primary,device_00384_family,sim_00384_primary,True,4,3351.996707762951,153.06631596971357,1.6866702850000874,"['ng_recipient_00384_0', 'ng_recipient_00384_1', 'ng_recipient_00384_2', 'ng_recipient_00384_3', 'ng_recipient_00384_4']"
ng_acct_00385,Lagos,6.5244,3.3792,102.88.10.0/24,ussd,2040.0,19,device_00385_primary,device_00385_family,sim_00385_primary,False,3,5187.784334476458,135.16010948517615,1.5907571428493166,"['ng_recipient_00385_0', 'ng_recipient_00385_1', 'ng_recipient_00385_2', 'ng_recipient_00385_3', 'ng_recipient_00385_4']"
ng_acct_00386,Abuja,9.0765,7.3986,105.112.24.0/24,app,10300.0,11,device_00386_primary,device_00386_family,sim_00386_primary_verified,False,3,5082.0998263718375,206.6770263611114,2.9753576251938547,"['ng_recipient_00386_0', 'ng_recipient_00386_1', 'ng_recipient_00386_2', 'ng_recipient_00386_3', 'ng_recipient_00386_4']"
ng_acct_00387,Kano,12.0022,8.592,197.210.8.0/24,ussd,1660.0,17,device_00387_primary,device_00387_family,sim_00387_primary,False,4,3601.87435245381,233.99285648391464,2.648574481973981,"['ng_recipient_00387_0', 'ng_recipient_00387_1', 'ng_recipient_00387_2', 'ng_recipient_00387_3', 'ng_recipient_00387_4']"
ng_acct_00388,Port Harcourt,4.8156,7.0498,41.58.32.0/24,app,5330.0,17,device_00388_primary,device_00388_family,sim_00388_primary,True,3,3649.9485279043743,190.5773726788249,1.4014379298897768,"['ng_recipient_00388_0', 'ng_recipient_00388_1', 'ng_recipient_00388_2', 'ng_recipient_00388_3', 'ng_recipient_00388_4']"
ng_acct_00389,Ibadan,7.3775,3.947,102.89.6.0/24,ussd,1040.0,20,device_00389_primary,device_00389_family,sim_00389_primary,False,3,3732.4128445897086,188.548026703731,2.447231868747816,"['ng_recipient_00389_0', 'ng_recipient_00389_1', 'ng_recipient_00389_2', 'ng_recipient_00389_3', 'ng_recipient_00389_4']"
ng_acct_00390,Enugu,6.4584,7.5464,197.211.40.0/24,ussd,13770.0,15,device_00390_primary,device_00390_family,sim_00390_primary,True,3,4320.532660656686,246.88924587199367,3.531833907594842,"['ng_recipient_00390_0', 'ng_recipient_00390_1', 'ng_recipient_00390_2', 'ng_recipient_00390_3', 'ng_recipient_00390_4']"
ng_acct_00391,Lagos,6.5244,3.3792,102.88.10.0/24,app,4700.0,12,device_00391_primary,device_00391_family,sim_00391_primary_verified,False,3,3687.5591733810134,203.5843396119765,3.307538043801606,"['ng_recipient_00391_0', 'ng_recipient_00391_1', 'ng_recipient_00391_2', 'ng_recipient_00391_3', 'ng_recipient_00391_4']"
ng_acct_00392,Abuja,9.0765,7.3986,105.112.24.0/24,ussd,8820.0,18,device_00392_primary,device_00392_family,sim_00392_primary,False,3,3027.639564732731,279.57059842970295,2.067565690576531,"['ng_recipient_00392_0', 'ng_recipient_00392_1', 'ng_recipient_00392_2', 'ng_recipient_00392_3', 'ng_recipient_00392_4']"
ng_acct_00393,Kano,12.0022,8.592,197.210.8.0/24,ussd,5050.0,7,device_00393_primary,device_00393_family,sim_00393_primary,False,3,3937.554467498704,252.2719798909954,2.211891423449911,"['ng_recipient_00393_0', 'ng_recipient_00393_1', 'ng_recipient_00393_2', 'ng_recipient_00393_3', 'ng_recipient_00393_4']"
ng_acct_00394,Port Harcourt,4.8156,7.0498,41.58.32.0/24,app,2170.0,20,device_00394_primary,device_00394_family,sim_00394_primary,False,3,3131.234087232117,185.93895483684372,2.912430365398518,"['ng_recipient_00394_0', 'ng_recipient_00394_1', 'ng_recipient_00394_2', 'ng_recipient_00394_3', 'ng_recipient_00394_4']"
ng_acct_00395,Ibadan,7.3775,3.947,102.89.6.0/24,app,2000.0,16,device_00395_primary,device_00395_family,sim_00395_primary_verified,True,3,4105.348564777366,193.66029764942866,2.489727077222433,"['ng_recipient_00395_0', 'ng_recipient_00395_1', 'ng_recipient_00395_2', 'ng_recipient_00395_3', 'ng_recipient_00395_4']"
ng_acct_00396,Enugu,6.4584,7.5464,197.211.40.0/24,app,6150.0,7,device_00396_primary,device_00396_family,sim_00396_primary_verified,True,3,4053.8813899339702,90.61314882689248,2.726375384695398,"['ng_recipient_00396_0', 'ng_recipient_00396_1', 'ng_recipient_00396_2', 'ng_recipient_00396_3', 'ng_recipient_00396_4']"
ng_acct_00397,Lagos,6.5244,3.3792,102.88.10.0/24,ussd,2900.0,12,device_00397_primary,device_00397_family,sim_00397_primary,False,2,4060.5096728736044,221.78541868646647,1.3415885809136188,"['ng_recipient_00397_0', 'ng_recipient_00397_1', 'ng_recipient_00397_2', 'ng_recipient_00397_3', 'ng_recipient_00397_4']"
ng_acct_00398,Abuja,9.0765,7.3986,105.112.24.0/24,app,7900.0,21,device_00398_primary,device_00398_family,sim_00398_primary,False,4,3126.283846314086,145.67848681728876,2.9076766081528085,"['ng_recipient_00398_0', 'ng_recipient_00398_1', 'ng_recipient_00398_2', 'ng_recipient_00398_3', 'ng_recipient_00398_4']"
ng_acct_00399,Kano,12.0022,8.592,197.210.8.0/24,app,4660.0,17,device_00399_primary,device_00399_family,sim_00399_primary,False,3,4453.714735037795,275.7735879058271,2.071979647518132,"['ng_recipient_00399_0', 'ng_recipient_00399_1', 'ng_recipient_00399_2', 'ng_recipient_00399_3', 'ng_recipient_00399_4']"
ng_acct_00400,Port Harcourt,4.8156,7.0498,41.58.32.0/24,ussd,7940.0,18,device_00400_primary,device_00400_family,sim_00400_primary,False,3,3685.634788683941,206.88307424542577,3.1625503072509935,"['ng_recipient_00400_0', 'ng_recipient_00400_1', 'ng_recipient_00400_2', 'ng_recipient_00400_3', 'ng_recipient_00400_4']"
ng_acct_00401,Ibadan,7.3775,3.947,102.89.6.0/24,agent,2820.0,20,device_00401_primary,device_00401_family,sim_00401_primary,True,3,3637.878903072905,217.68092483387753,3.141604101206873,"['ng_recipient_00401_0', 'ng_recipient_00401_1', 'ng_recipient_00401_2', 'ng_recipient_00401_3', 'ng_recipient_00401_4']"
ng_acct_00402,Enugu,6.4584,7.5464,197.211.40.0/24,agent,2040.0,19,device_00402_primary,device_00402_family,sim_00402_primary,True,3,3988.2073912293326,199.97832688971653,3.1459965805289474,"['ng_recipient_00402_0', 'ng_recipient_00402_1', 'ng_recipient_00402_2', 'ng_recipient_00402_3', 'ng_recipient_00402_4']"
ng_acct_00403,Lagos,6.5244,3.3792,102.88.10.0/24,ussd,5130.0,16,device_00403_primary,device_00403_family,sim_00403_primary,True,3,2922.2443863332655,142.9173983808107,1.3917439926577,"['ng_recipient_00403_0', 'ng_recipient_00403_1', 'ng_recipient_00403_2', 'ng_recipient_00403_3', 'ng_recipient_00403_4']"
ng_acct_00404,Abuja,9.0765,7.3986,105.112.24.0/24,agent,2740.0,21,device_00404_primary,device_00404_family,sim_00404_primary_verified,True,3,3558.253853183398,134.91227592237112,1.727897066172778,"['ng_recipient_00404_0', 'ng_recipient_00404_1', 'ng_recipient_00404_2', 'ng_recipient_00404_3', 'ng_recipient_00404_4']"
ng_acct_00405,Kano,12.0022,8.592,197.210.8.0/24,app,4560.0,17,device_00405_primary,device_00405_family,sim_00405_primary,False,3,3564.860474785083,174.17984019518957,2.2057976459061956,"['ng_recipient_00405_0', 'ng_recipient_00405_1', 'ng_recipient_00405_2', 'ng_recipient_00405_3', 'ng_recipient_00405_4']"
ng_acct_00406,Port Harcourt,4.8156,7.0498,41.58.32.0/24,app,10350.0,14,device_00406_primary,device_00406_family,sim_00406_primary_verified,False,3,4065.9926354810705,202.73651677076413,2.5171579204810355,"['ng_recipient_00406_0', 'ng_recipient_00406_1', 'ng_recipient_00406_2', 'ng_recipient_00406_3', 'ng_recipient_00406_4']"
ng_acct_00407,Ibadan,7.3775,3.947,102.89.6.0/24,ussd,1990.0,10,device_00407_primary,device_00407_family,sim_00407_primary,False,3,3168.14917911942,211.64725611274756,1.7489259243453152,"['ng_recipient_00407_0', 'ng_recipient_00407_1', 'ng_recipient_00407_2', 'ng_recipient_00407_3', 'ng_recipient_00407_4']"
ng_acct_00408,Enugu,6.4584,7.5464,197.211.40.0/24,ussd,7220.0,11,device_00408_primary,device_00408_family,sim_00408_primary,True,3,2769.2054905955733,199.57830018841037,1.9273941144583173,"['ng_recipient_00408_0', 'ng_recipient_00408_1', 'ng_recipient_00408_2', 'ng_recipient_00408_3', 'ng_recipient_00408_4']"
ng_acct_00409,Lagos,6.5244,3.3792,102.88.10.0/24,agent,3070.0,14,device_00409_primary,device_00409_family,sim_00409_primary,False,3,3114.1281839881426,175.89364976831175,3.046362010479032,"['ng_recipient_00409_0', 'ng_recipient_00409_1', 'ng_recipient_00409_2', 'ng_recipient_00409_3', 'ng_recipient_00409_4']"
ng_acct_00410,Abuja,9.0765,7.3986,105.112.24.0/24,ussd,3990.0,21,device_00410_primary,device_00410_family,sim_00410_primary,False,3,4032.711605575072,266.82985044342394,2.3095264449547748,"['ng_recipient_00410_0', 'ng_recipient_00410_1', 'ng_recipient_00410_2', 'ng_recipient_00410_3', 'ng_recipient_00410_4']"
ng_acct_00411,Kano,12.0022,8.592,197.210.8.0/24,app,6620.0,17,device_00411_primary,device_00411_family,sim_00411_primary,True,3,3799.984094389784,159.9129823896326,3.1774639956478294,"['ng_recipient_00411_0', 'ng_recipient_00411_1', 'ng_recipient_00411_2', 'ng_recipient_00411_3', 'ng_recipient_00411_4']"
ng_acct_00412,Port Harcourt,4.8156,7.0498,41.58.32.0/24,ussd,1900.0,11,device_00412_primary,device_00412_family,sim_00412_primary,False,2,3506.786948996498,222.68353499313787,1.3262257089470737,"['ng_recipient_00412_0', 'ng_recipient_00412_1', 'ng_recipient_00412_2', 'ng_recipient_00412_3', 'ng_recipient_00412_4']"
ng_acct_00413,Ibadan,7.3775,3.947,102.89.6.0/24,app,960.0,11,device_00413_primary,device_00413_family,sim_00413_primary,False,3,2626.7485154973124,185.60560501445747,2.207878351179184,"['ng_recipient_00413_0', 'ng_recipient_00413_1', 'ng_recipient_00413_2', 'ng_recipient_00413_3', 'ng_recipient_00413_4']"
ng_acct_00414,Enugu,6.4584,7.5464,197.211.40.0/24,app,2380.0,18,device_00414_primary,device_00414_family,sim_00414_primary,False,3,3559.153207440612,192.79004589674966,1.6525982767640397,"['ng_recipient_00414_0', 'ng_recipient_00414_1', 'ng_recipient_00414_2', 'ng_recipient_00414_3', 'ng_recipient_00414_4']"
ng_acct_00415,Lagos,6.5244,3.3792,102.88.10.0/24,app,10530.0,16,device_00415_primary,device_00415_family,sim_00415_primary,True,3,3675.5460990889774,139.7115300569028,2.441952802933197,"['ng_recipient_00415_0', 'ng_recipient_00415_1', 'ng_recipient_00415_2', 'ng_recipient_00415_3', 'ng_recipient_00415_4']"
ng_acct_00416,Abuja,9.0765,7.3986,105.112.24.0/24,ussd,1780.0,21,device_00416_primary,device_00416_family,sim_00416_primary,True,3,3688.950626773516,197.2236299439923,3.097400721410145,"['ng_recipient_00416_0', 'ng_recipient_00416_1', 'ng_recipient_00416_2', 'ng_recipient_00416_3', 'ng_recipient_00416_4']"
ng_acct_00417,Kano,12.0022,8.592,197.210.8.0/24,app,7040.0,6,device_00417_primary,device_00417_family,sim_00417_primary,False,4,2190.2769289135094,213.027741808432,2.6959491221583707,"['ng_recipient_00417_0', 'ng_recipient_00417_1', 'ng_recipient_00417_2', 'ng_recipient_00417_3', 'ng_recipient_00417_4']"
ng_acct_00418,Port Harcourt,4.8156,7.0498,41.58.32.0/24,ussd,1560.0,11,device_00418_primary,device_00418_family,sim_00418_primary,False,3,3945.106448442285,170.45136275176222,2.628615744772188,"['ng_recipient_00418_0', 'ng_recipient_00418_1', 'ng_recipient_00418_2', 'ng_recipient_00418_3', 'ng_recipient_00418_4']"
ng_acct_00419,Ibadan,7.3775,3.947,102.89.6.0/24,app,8120.0,19,device_00419_primary,device_00419_family,sim_00419_primary_verified,True,3,4093.1645321802507,200.51288174215898,1.99290707676381,"['ng_recipient_00419_0', 'ng_recipient_00419_1', 'ng_recipient_00419_2', 'ng_recipient_00419_3', 'ng_recipient_00419_4']"
ng_acct_00420,Enugu,6.4584,7.5464,197.211.40.0/24,app,9680.0,18,device_00420_primary,device_00420_family,sim_00420_primary_verified,True,3,3335.453113013682,190.99739820212915,1.7453514072389422,"['ng_recipient_00420_0', 'ng_recipient_00420_1', 'ng_recipient_00420_2', 'ng_recipient_00420_3', 'ng_recipient_00420_4']"
ng_acct_00421,Lagos,6.5244,3.3792,102.88.10.0/24,app,14310.0,7,device_00421_primary,device_00421_family,sim_00421_primary,True,3,3502.7915699789364,175.41097029717,2.624588466742396,"['ng_recipient_00421_0', 'ng_recipient_00421_1', 'ng_recipient_00421_2', 'ng_recipient_00421_3', 'ng_recipient_00421_4']"
ng_acct_00422,Abuja,9.0765,7.3986,105.112.24.0/24,agent,5890.0,19,device_00422_primary,device_00422_family,sim_00422_primary_verified,False,3,3766.236708037168,212.3655978280497,1.9095157024074796,"['ng_recipient_00422_0', 'ng_recipient_00422_1', 'ng_recipient_00422_2', 'ng_recipient_00422_3', 'ng_recipient_00422_4']"
ng_acct_00423,Kano,12.0022,8.592,197.210.8.0/24,ussd,3840.0,13,device_00423_primary,device_00423_family,sim_00423_primary,True,3,3642.659879095663,209.47651128499766,1.6849101255369687,"['ng_recipient_00423_0', 'ng_recipient_00423_1', 'ng_recipient_00423_2', 'ng_recipient_00423_3', 'ng_recipient_00423_4']"
ng_acct_00424,Port Harcourt,4.8156,7.0498,41.58.32.0/24,ussd,4320.0,16,device_00424_primary,device_00424_family,sim_00424_primary_verified,True,3,2444.3013654783977,205.26856421477345,3.037934710150377,"['ng_recipient_00424_0', 'ng_recipient_00424_1', 'ng_recipient_00424_2', 'ng_recipient_00424_3', 'ng_recipient_00424_4']"
ng_acct_00425,Ibadan,7.3775,3.947,102.89.6.0/24,ussd,2730.0,9,device_00425_primary,device_00425_family,sim_00425_primary,True,3,4291.493924101258,169.7814818487723,2.737275676742754,"['ng_recipient_00425_0', 'ng_recipient_00425_1', 'ng_recipient_00425_2', 'ng_recipient_00425_3', 'ng_recipient_00425_4']"
ng_acct_00426,Enugu,6.4584,7.5464,197.211.40.0/24,ussd,4770.0,20,device_00426_primary,device_00426_family,sim_00426_primary,True,2,3012.411326925394,217.9426243352276,2.0115988590458436,"['ng_recipient_00426_0', 'ng_recipient_00426_1', 'ng_recipient_00426_2', 'ng_recipient_00426_3', 'ng_recipient_00426_4']"
ng_acct_00427,Lagos,6.5244,3.3792,102.88.10.0/24,ussd,4670.0,15,device_00427_primary,device_00427_family,sim_00427_primary_verified,False,2,1772.4584119826475,160.96755493989104,1.9532827040831833,"['ng_recipient_00427_0', 'ng_recipient_00427_1', 'ng_recipient_00427_2', 'ng_recipient_00427_3', 'ng_recipient_00427_4']"
ng_acct_00428,Abuja,9.0765,7.3986,105.112.24.0/24,app,6910.0,8,device_00428_primary,device_00428_family,sim_00428_primary,False,3,4116.711338051921,230.1415339174738,1.9360918613832439,"['ng_recipient_00428_0', 'ng_recipient_00428_1', 'ng_recipient_00428_2', 'ng_recipient_00428_3', 'ng_recipient_00428_4']"
ng_acct_00429,Kano,12.0022,8.592,197.210.8.0/24,app,3250.0,19,device_00429_primary,device_00429_family,sim_00429_primary_verified,True,4,3667.631947873306,183.65074073542553,2.5176996573255255,"['ng_recipient_00429_0', 'ng_recipient_00429_1', 'ng_recipient_00429_2', 'ng_recipient_00429_3', 'ng_recipient_00429_4']"
ng_acct_00430,Port Harcourt,4.8156,7.0498,41.58.32.0/24,app,9950.0,6,device_00430_primary,device_00430_family,sim_00430_primary_verified,False,2,3159.052882085325,188.97422126202366,1.2162128671811867,"['ng_recipient_00430_0', 'ng_recipient_00430_1', 'ng_recipient_00430_2', 'ng_recipient_00430_3', 'ng_recipient_00430_4']"
ng_acct_00431,Ibadan,7.3775,3.947,102.89.6.0/24,ussd,2260.0,16,device_00431_primary,device_00431_family,sim_00431_primary,True,3,3012.5991855629345,239.42882897837922,2.74816842959513,"['ng_recipient_00431_0', 'ng_recipient_00431_1', 'ng_recipient_00431_2', 'ng_recipient_00431_3', 'ng_recipient_00431_4']"
ng_acct_00432,Enugu,6.4584,7.5464,197.211.40.0/24,app,2540.0,20,device_00432_primary,device_00432_family,sim_00432_primary_verified,True,3,3568.772701541237,144.8469327561308,2.5429221683075576,"['ng_recipient_00432_0', 'ng_recipient_00432_1', 'ng_recipient_00432_2', 'ng_recipient_00432_3', 'ng_recipient_00432_4']"
ng_acct_00433,Lagos,6.5244,3.3792,102.88.10.0/24,app,1660.0,20,device_00433_primary,device_00433_family,sim_00433_primary,False,4,3700.7432563112147,242.77283108293443,2.0525014655976657,"['ng_recipient_00433_0', 'ng_recipient_00433_1', 'ng_recipient_00433_2', 'ng_recipient_00433_3', 'ng_recipient_00433_4']"
ng_acct_00434,Abuja,9.0765,7.3986,105.112.24.0/24,ussd,7030.0,14,device_00434_primary,device_00434_family,sim_00434_primary,False,2,3647.376735889862,228.47385598391747,2.5799281292360523,"['ng_recipient_00434_0', 'ng_recipient_00434_1', 'ng_recipient_00434_2', 'ng_recipient_00434_3', 'ng_recipient_00434_4']"
ng_acct_00435,Kano,12.0022,8.592,197.210.8.0/24,ussd,2090.0,6,device_00435_primary,device_00435_family,sim_00435_primary,True,3,2503.370163380482,218.51729536176927,2.9931878140287163,"['ng_recipient_00435_0', 'ng_recipient_00435_1', 'ng_recipient_00435_2', 'ng_recipient_00435_3', 'ng_recipient_00435_4']"
ng_acct_00436,Port Harcourt,4.8156,7.0498,41.58.32.0/24,app,18090.0,7,device_00436_primary,device_00436_family,sim_00436_primary,False,4,3549.0509811290053,201.22279230680536,3.1214364966337955,"['ng_recipient_00436_0', 'ng_recipient_00436_1', 'ng_recipient_00436_2', 'ng_recipient_00436_3', 'ng_recipient_00436_4']"
ng_acct_00437,Ibadan,7.3775,3.947,102.89.6.0/24,app,2310.0,12,device_00437_primary,device_00437_family,sim_00437_primary_verified,False,3,3086.35933168011,209.84005704964193,3.8046801473965886,"['ng_recipient_00437_0', 'ng_recipient_00437_1', 'ng_recipient_00437_2', 'ng_recipient_00437_3', 'ng_recipient_00437_4']"
ng_acct_00438,Enugu,6.4584,7.5464,197.211.40.0/24,ussd,3790.0,13,device_00438_primary,device_00438_family,sim_00438_primary,False,2,3967.1539812365245,155.38228682411275,2.2871188018579884,"['ng_recipient_00438_0', 'ng_recipient_00438_1', 'ng_recipient_00438_2', 'ng_recipient_00438_3', 'ng_recipient_00438_4']"
ng_acct_00439,Lagos,6.5244,3.3792,102.88.10.0/24,app,5870.0,19,device_00439_primary,device_00439_family,sim_00439_primary,True,3,3232.367999655336,197.27625131782898,1.8876956016912172,"['ng_recipient_00439_0', 'ng_recipient_00439_1', 'ng_recipient_00439_2', 'ng_recipient_00439_3', 'ng_recipient_00439_4']"
ng_acct_00440,Abuja,9.0765,7.3986,105.112.24.0/24,app,11480.0,8,device_00440_primary,device_00440_family,sim_00440_primary,True,4,4179.175821725951,214.9678313668901,1.7839688513048577,"['ng_recipient_00440_0', 'ng_recipient_00440_1', 'ng_recipient_00440_2', 'ng_recipient_00440_3', 'ng_recipient_00440_4']"
ng_acct_00441,Kano,12.0022,8.592,197.210.8.0/24,app,9650.0,7,device_00441_primary,device_00441_family,sim_00441_primary_verified,False,4,2169.427864951026,162.52997554013757,3.3890630806603825,"['ng_recipient_00441_0', 'ng_recipient_00441_1', 'ng_recipient_00441_2', 'ng_recipient_00441_3', 'ng_recipient_00441_4']"
ng_acct_00442,Port Harcourt,4.8156,7.0498,41.58.32.0/24,ussd,1890.0,15,device_00442_primary,device_00442_family,sim_00442_primary,False,4,4464.396101435899,168.17279657726965,3.0101685519945183,"['ng_recipient_00442_0', 'ng_recipient_00442_1', 'ng_recipient_00442_2', 'ng_recipient_00442_3', 'ng_recipient_00442_4']"
ng_acct_00443,Ibadan,7.3775,3.947,102.89.6.0/24,agent,2920.0,7,device_00443_primary,device_00443_family,sim_00443_primary,True,3,3488.8716906480445,180.05426975000745,2.2516089469506313,"['ng_recipient_00443_0', 'ng_recipient_00443_1', 'ng_recipient_00443_2', 'ng_recipient_00443_3', 'ng_recipient_00443_4']"
ng_acct_00444,Enugu,6.4584,7.5464,197.211.40.0/24,ussd,4150.0,12,device_00444_primary,device_00444_family,sim_00444_primary_verified_verified,True,3,4402.2317481896325,251.35058584803306,3.4929188917392393,"['ng_recipient_00444_0', 'ng_recipient_00444_1', 'ng_recipient_00444_2', 'ng_recipient_00444_3', 'ng_recipient_00444_4']"
ng_acct_00445,Lagos,6.5244,3.3792,102.88.10.0/24,app,2400.0,9,device_00445_primary,device_00445_family,sim_00445_primary,True,4,2816.2638459715126,217.90701516223166,2.5581018220566043,"['ng_recipient_00445_0', 'ng_recipient_00445_1', 'ng_recipient_00445_2', 'ng_recipient_00445_3', 'ng_recipient_00445_4']"
ng_acct_00446,Abuja,9.0765,7.3986,105.112.24.0/24,app,8370.0,20,device_00446_primary,device_00446_family,sim_00446_primary_verified,True,3,3768.2987231930774,213.8174138777483,2.6038286016620864,"['ng_recipient_00446_0', 'ng_recipient_00446_1', 'ng_recipient_00446_2', 'ng_recipient_00446_3', 'ng_recipient_00446_4']"
ng_acct_00447,Kano,12.0022,8.592,197.210.8.0/24,app,5100.0,18,device_00447_primary,device_00447_family,sim_00447_primary_verified,True,3,3623.3783954705073,205.33816727202893,2.4388610459693165,"['ng_recipient_00447_0', 'ng_recipient_00447_1', 'ng_recipient_00447_2', 'ng_recipient_00447_3', 'ng_recipient_00447_4']"
ng_acct_00448,Port Harcourt,4.8156,7.0498,41.58.32.0/24,ussd,24160.0,9,device_00448_primary,device_00448_family,sim_00448_primary_verified,False,3,3921.4130985471593,253.52017243409324,2.979185876697958,"['ng_recipient_00448_0', 'ng_recipient_00448_1', 'ng_recipient_00448_2', 'ng_recipient_00448_3', 'ng_recipient_00448_4']"
ng_acct_00449,Ibadan,7.3775,3.947,102.89.6.0/24,agent,15030.0,17,device_00449_primary,device_00449_family,sim_00449_primary,False,2,2665.6050219296135,240.43561876264857,2.326994182034823,"['ng_recipient_00449_0', 'ng_recipient_00449_1', 'ng_recipient_00449_2', 'ng_recipient_00449_3', 'ng_recipient_00449_4']"
ng_acct_00450,Enugu,6.4584,7.5464,197.211.40.0/24,app,6430.0,10,device_00450_primary,device_00450_family,sim_00450_primary,False,4,3945.3311840421698,113.03983874024247,2.283603260287141,"['ng_recipient_00450_0', 'ng_recipient_00450_1', 'ng_recipient_00450_2', 'ng_recipient_00450_3', 'ng_recipient_00450_4']"
ng_acct_00451,Lagos,6.5244,3.3792,102.88.10.0/24,app,5010.0,6,device_00451_primary,device_00451_family,sim_00451_primary,False,3,2494.483428249452,154.25005788610238,2.3096886060405883,"['ng_recipient_00451_0', 'ng_recipient_00451_1', 'ng_recipient_00451_2', 'ng_recipient_00451_3', 'ng_recipient_00451_4']"
ng_acct_00452,Abuja,9.0765,7.3986,105.112.24.0/24,ussd,1410.0,6,device_00452_primary,device_00452_family,sim_00452_primary,True,4,3552.8776747037214,247.7188596885161,2.792347856123682,"['ng_recipient_00452_0', 'ng_recipient_00452_1', 'ng_recipient_00452_2', 'ng_recipient_00452_3', 'ng_recipient_00452_4']"
ng_acct_00453,Kano,12.0022,8.592,197.210.8.0/24,ussd,3340.0,18,device_00453_primary,device_00453_family,sim_00453_primary,False,3,3387.776846612444,124.68575886495897,2.4140950476354317,"['ng_recipient_00453_0', 'ng_recipient_00453_1', 'ng_recipient_00453_2', 'ng_recipient_00453_3', 'ng_recipient_00453_4']"
ng_acct_00454,Port Harcourt,4.8156,7.0498,41.58.32.0/24,ussd,7460.0,6,device_00454_primary,device_00454_family,sim_00454_primary,True,4,2644.3193615702285,252.58242785545337,2.806257654337662,"['ng_recipient_00454_0', 'ng_recipient_00454_1', 'ng_recipient_00454_2', 'ng_recipient_00454_3', 'ng_recipient_00454_4']"
ng_acct_00455,Ibadan,7.3775,3.947,102.89.6.0/24,ussd,4800.0,13,device_00455_primary,device_00455_family,sim_00455_primary,False,3,3309.0743094754553,169.58656222116377,1.9717894773445297,"['ng_recipient_00455_0', 'ng_recipient_00455_1', 'ng_recipient_00455_2', 'ng_recipient_00455_3', 'ng_recipient_00455_4']"
ng_acct_00456,Enugu,6.4584,7.5464,197.211.40.0/24,app,8870.0,8,device_00456_primary,device_00456_family,sim_00456_primary_verified,False,2,4475.591028060777,277.2337280739452,2.46055068452088,"['ng_recipient_00456_0', 'ng_recipient_00456_1', 'ng_recipient_00456_2', 'ng_recipient_00456_3', 'ng_recipient_00456_4']"
